Area name,Area code,Area type,Specimen date,Daily lab-confirmed cases,Cumulative lab-confirmed cases
Wokingham,E06000041,Upper tier local authority,15/04/2020,1,210
Wolverhampton,E08000031,Upper tier local authority,15/04/2020,16,530
Worcestershire,E10000034,Upper tier local authority,15/04/2020,21,803
York,E06000014,Upper tier local authority,15/04/2020,7,160
England,E92000001,Country,14/04/2020,2998,83083
East of England,E12000006,Region,14/04/2020,229,6971
London,E12000007,Region,14/04/2020,530,20226
North East,E12000001,Region,14/04/2020,229,4897
West Midlands,E12000005,Region,14/04/2020,339,8665
North West,E12000002,Region,14/04/2020,539,12645
East Midlands,E12000004,Region,14/04/2020,181,4738
South West,E12000009,Region,14/04/2020,167,4081
Yorkshire and The Humber,E12000003,Region,14/04/2020,244,6178
South East,E12000008,Region,14/04/2020,355,11312
Barking and Dagenham,E09000002,Upper tier local authority,14/04/2020,14,369
Barnet,E09000003,Upper tier local authority,14/04/2020,19,1028
Barnsley,E08000016,Upper tier local authority,14/04/2020,20,433
Bath and North East Somerset,E06000022,Upper tier local authority,14/04/2020,9,152
Bedford,E06000055,Upper tier local authority,14/04/2020,17,281
Bexley,E09000004,Upper tier local authority,14/04/2020,23,473
Birmingham,E08000025,Upper tier local authority,14/04/2020,81,2074
Blackburn with Darwen,E06000008,Upper tier local authority,14/04/2020,16,204
Blackpool,E06000009,Upper tier local authority,14/04/2020,8,196
Bolton,E08000001,Upper tier local authority,14/04/2020,28,487
"Bournemouth, Christchurch and Poole",E06000058,Upper tier local authority,14/04/2020,11,279
Bracknell Forest,E06000036,Upper tier local authority,14/04/2020,3,145
Bradford,E08000032,Upper tier local authority,14/04/2020,17,483
Brent,E09000005,Upper tier local authority,14/04/2020,33,1126
Brighton and Hove,E06000043,Upper tier local authority,14/04/2020,13,262
"Bristol, City of",E06000023,Upper tier local authority,14/04/2020,17,396
Bromley,E09000006,Upper tier local authority,14/04/2020,20,841
Buckinghamshire,E10000002,Upper tier local authority,14/04/2020,21,567
Bury,E08000002,Upper tier local authority,14/04/2020,4,267
Calderdale,E08000033,Upper tier local authority,14/04/2020,7,163
Cambridgeshire,E10000003,Upper tier local authority,14/04/2020,16,457
Camden,E09000007,Upper tier local authority,14/04/2020,9,469
Central Bedfordshire,E06000056,Upper tier local authority,14/04/2020,14,344
Cheshire East,E06000049,Upper tier local authority,14/04/2020,28,512
Cheshire West and Chester,E06000050,Upper tier local authority,14/04/2020,22,503
Cornwall and Isles of Scilly,E06000052,Upper tier local authority,14/04/2020,9,350
County Durham,E06000047,Upper tier local authority,14/04/2020,36,803
Coventry,E08000026,Upper tier local authority,14/04/2020,12,468
Croydon,E09000008,Upper tier local authority,14/04/2020,40,1104
Cumbria,E10000006,Upper tier local authority,14/04/2020,52,1391
Darlington,E06000005,Upper tier local authority,14/04/2020,7,160
Derby,E06000015,Upper tier local authority,14/04/2020,5,383
Derbyshire,E10000007,Upper tier local authority,14/04/2020,30,839
Devon,E10000008,Upper tier local authority,14/04/2020,19,461
Doncaster,E08000017,Upper tier local authority,14/04/2020,3,258
Dorset,E06000059,Upper tier local authority,14/04/2020,8,222
Dudley,E08000027,Upper tier local authority,14/04/2020,10,500
Ealing,E09000009,Upper tier local authority,14/04/2020,26,847
East Riding of Yorkshire,E06000011,Upper tier local authority,14/04/2020,26,284
East Sussex,E10000011,Upper tier local authority,14/04/2020,13,386
Enfield,E09000010,Upper tier local authority,14/04/2020,35,642
Essex,E10000012,Upper tier local authority,14/04/2020,25,1748
Gateshead,E08000037,Upper tier local authority,14/04/2020,25,519
Gloucestershire,E10000013,Upper tier local authority,14/04/2020,27,797
Greenwich,E09000011,Upper tier local authority,14/04/2020,29,533
Hackney,E09000012,Upper tier local authority,14/04/2020,6,528
Halton,E06000006,Upper tier local authority,14/04/2020,10,232
Hammersmith and Fulham,E09000013,Upper tier local authority,14/04/2020,9,416
Hampshire,E10000014,Upper tier local authority,14/04/2020,40,1872
Haringey,E09000014,Upper tier local authority,14/04/2020,9,466
Harrow,E09000015,Upper tier local authority,14/04/2020,14,726
Hartlepool,E06000001,Upper tier local authority,14/04/2020,1,79
Havering,E09000016,Upper tier local authority,14/04/2020,14,514
"Herefordshire, County of",E06000019,Upper tier local authority,14/04/2020,4,128
Hertfordshire,E10000015,Upper tier local authority,14/04/2020,59,1711
Hillingdon,E09000017,Upper tier local authority,14/04/2020,16,573
Hounslow,E09000018,Upper tier local authority,14/04/2020,19,530
Islington,E09000019,Upper tier local authority,14/04/2020,7,350
Kensington and Chelsea,E09000020,Upper tier local authority,14/04/2020,6,390
Kent,E10000016,Upper tier local authority,14/04/2020,61,2010
"Kingston upon Hull, City of",E06000010,Upper tier local authority,14/04/2020,28,190
Kingston upon Thames,E09000021,Upper tier local authority,14/04/2020,14,336
Kirklees,E08000034,Upper tier local authority,14/04/2020,24,386
Knowsley,E08000011,Upper tier local authority,14/04/2020,9,338
Lambeth,E09000022,Upper tier local authority,14/04/2020,11,971
Lancashire,E10000017,Upper tier local authority,14/04/2020,84,1853
Leeds,E08000035,Upper tier local authority,14/04/2020,34,771
Leicester,E06000016,Upper tier local authority,14/04/2020,13,432
Leicestershire,E10000018,Upper tier local authority,14/04/2020,22,593
Lewisham,E09000023,Upper tier local authority,14/04/2020,12,739
Lincolnshire,E10000019,Upper tier local authority,14/04/2020,31,550
Liverpool,E08000012,Upper tier local authority,14/04/2020,27,1027
Luton,E06000032,Upper tier local authority,14/04/2020,12,447
Manchester,E08000003,Upper tier local authority,14/04/2020,37,783
Medway,E06000035,Upper tier local authority,14/04/2020,12,432
Merton,E09000024,Upper tier local authority,14/04/2020,12,547
Middlesbrough,E06000002,Upper tier local authority,14/04/2020,19,340
Milton Keynes,E06000042,Upper tier local authority,14/04/2020,16,349
Newcastle upon Tyne,E08000021,Upper tier local authority,14/04/2020,31,658
Newham,E09000025,Upper tier local authority,14/04/2020,15,818
Norfolk,E10000020,Upper tier local authority,14/04/2020,56,845
North East Lincolnshire,E06000012,Upper tier local authority,14/04/2020,6,90
North Lincolnshire,E06000013,Upper tier local authority,14/04/2020,16,152
North Somerset,E06000024,Upper tier local authority,14/04/2020,5,135
North Tyneside,E08000022,Upper tier local authority,14/04/2020,11,346
North Yorkshire,E10000023,Upper tier local authority,14/04/2020,15,549
Northamptonshire,E10000021,Upper tier local authority,14/04/2020,26,804
Northumberland,E06000057,Upper tier local authority,14/04/2020,31,520
Nottingham,E06000018,Upper tier local authority,14/04/2020,10,342
Nottinghamshire,E10000024,Upper tier local authority,14/04/2020,44,783
Oldham,E08000004,Upper tier local authority,14/04/2020,11,388
Oxfordshire,E10000025,Upper tier local authority,14/04/2020,46,1079
Peterborough,E06000031,Upper tier local authority,14/04/2020,4,119
Plymouth,E06000026,Upper tier local authority,14/04/2020,14,175
Portsmouth,E06000044,Upper tier local authority,14/04/2020,11,205
Reading,E06000038,Upper tier local authority,14/04/2020,11,262
Redbridge,E09000026,Upper tier local authority,14/04/2020,14,568
Redcar and Cleveland,E06000003,Upper tier local authority,14/04/2020,5,200
Richmond upon Thames,E09000027,Upper tier local authority,14/04/2020,8,307
Rochdale,E08000005,Upper tier local authority,14/04/2020,9,287
Rotherham,E08000018,Upper tier local authority,14/04/2020,7,427
Salford,E08000006,Upper tier local authority,14/04/2020,12,394
Sandwell,E08000028,Upper tier local authority,14/04/2020,30,660
Sefton,E08000014,Upper tier local authority,14/04/2020,27,579
Sheffield,E08000019,Upper tier local authority,14/04/2020,19,1474
Shropshire,E06000051,Upper tier local authority,14/04/2020,15,292
Slough,E06000039,Upper tier local authority,14/04/2020,7,271
Solihull,E08000029,Upper tier local authority,14/04/2020,19,396
Somerset,E10000027,Upper tier local authority,14/04/2020,16,264
South Gloucestershire,E06000025,Upper tier local authority,14/04/2020,8,232
South Tyneside,E08000023,Upper tier local authority,14/04/2020,26,280
Southampton,E06000045,Upper tier local authority,14/04/2020,17,302
Southend-on-Sea,E06000033,Upper tier local authority,14/04/2020,6,244
Southwark,E09000028,Upper tier local authority,14/04/2020,21,1028
St. Helens,E08000013,Upper tier local authority,14/04/2020,9,412
Staffordshire,E10000028,Upper tier local authority,14/04/2020,49,1075
Stockport,E08000007,Upper tier local authority,14/04/2020,21,567
Stockton-on-Tees,E06000004,Upper tier local authority,14/04/2020,8,223
Stoke-on-Trent,E06000021,Upper tier local authority,14/04/2020,14,239
Suffolk,E10000029,Upper tier local authority,14/04/2020,16,559
Sunderland,E08000024,Upper tier local authority,14/04/2020,29,769
Surrey,E10000030,Upper tier local authority,14/04/2020,45,1800
Sutton,E09000029,Upper tier local authority,14/04/2020,25,535
Swindon,E06000030,Upper tier local authority,14/04/2020,16,226
Tameside,E08000008,Upper tier local authority,14/04/2020,13,335
Telford and Wrekin,E06000020,Upper tier local authority,14/04/2020,4,144
Thurrock,E06000034,Upper tier local authority,14/04/2020,4,216
Torbay,E06000027,Upper tier local authority,14/04/2020,3,107
Tower Hamlets,E09000030,Upper tier local authority,14/04/2020,7,525
Trafford,E08000009,Upper tier local authority,14/04/2020,21,424
Wakefield,E08000036,Upper tier local authority,14/04/2020,15,365
Walsall,E08000030,Upper tier local authority,14/04/2020,18,627
Waltham Forest,E09000031,Upper tier local authority,14/04/2020,16,596
Wandsworth,E09000032,Upper tier local authority,14/04/2020,17,792
Warrington,E06000007,Upper tier local authority,14/04/2020,25,397
Warwickshire,E10000031,Upper tier local authority,14/04/2020,20,766
West Berkshire,E06000037,Upper tier local authority,14/04/2020,2,186
West Sussex,E10000032,Upper tier local authority,14/04/2020,32,752
Westminster,E09000033,Upper tier local authority,14/04/2020,10,526
Wigan,E08000010,Upper tier local authority,14/04/2020,20,374
Wiltshire,E06000054,Upper tier local authority,14/04/2020,5,285
Windsor and Maidenhead,E06000040,Upper tier local authority,14/04/2020,2,167
Wirral,E08000015,Upper tier local authority,14/04/2020,46,695
Wokingham,E06000041,Upper tier local authority,14/04/2020,3,209
Wolverhampton,E08000031,Upper tier local authority,14/04/2020,17,514
Worcestershire,E10000034,Upper tier local authority,14/04/2020,46,782
York,E06000014,Upper tier local authority,14/04/2020,7,153
England,E92000001,Country,13/04/2020,3231,80085
East of England,E12000006,Region,13/04/2020,292,6742
London,E12000007,Region,13/04/2020,548,19696
North East,E12000001,Region,13/04/2020,228,4668
West Midlands,E12000005,Region,13/04/2020,304,8326
North West,E12000002,Region,13/04/2020,527,12106
East Midlands,E12000004,Region,13/04/2020,134,4557
South West,E12000009,Region,13/04/2020,188,3914
Yorkshire and The Humber,E12000003,Region,13/04/2020,300,5934
South East,E12000008,Region,13/04/2020,539,10957
Barking and Dagenham,E09000002,Upper tier local authority,13/04/2020,17,355
Barnet,E09000003,Upper tier local authority,13/04/2020,20,1009
Barnsley,E08000016,Upper tier local authority,13/04/2020,31,413
Bath and North East Somerset,E06000022,Upper tier local authority,13/04/2020,6,143
Bedford,E06000055,Upper tier local authority,13/04/2020,16,264
Bexley,E09000004,Upper tier local authority,13/04/2020,10,450
Birmingham,E08000025,Upper tier local authority,13/04/2020,45,1993
Blackburn with Darwen,E06000008,Upper tier local authority,13/04/2020,11,188
Blackpool,E06000009,Upper tier local authority,13/04/2020,15,188
Bolton,E08000001,Upper tier local authority,13/04/2020,32,459
"Bournemouth, Christchurch and Poole",E06000058,Upper tier local authority,13/04/2020,13,268
Bracknell Forest,E06000036,Upper tier local authority,13/04/2020,15,142
Bradford,E08000032,Upper tier local authority,13/04/2020,13,466
Brent,E09000005,Upper tier local authority,13/04/2020,26,1093
Brighton and Hove,E06000043,Upper tier local authority,13/04/2020,9,249
"Bristol, City of",E06000023,Upper tier local authority,13/04/2020,15,379
Bromley,E09000006,Upper tier local authority,13/04/2020,31,821
Buckinghamshire,E10000002,Upper tier local authority,13/04/2020,21,546
Bury,E08000002,Upper tier local authority,13/04/2020,5,263
Calderdale,E08000033,Upper tier local authority,13/04/2020,6,156
Cambridgeshire,E10000003,Upper tier local authority,13/04/2020,12,441
Camden,E09000007,Upper tier local authority,13/04/2020,13,460
Central Bedfordshire,E06000056,Upper tier local authority,13/04/2020,9,330
Cheshire East,E06000049,Upper tier local authority,13/04/2020,31,484
Cheshire West and Chester,E06000050,Upper tier local authority,13/04/2020,15,481
Cornwall and Isles of Scilly,E06000052,Upper tier local authority,13/04/2020,21,341
County Durham,E06000047,Upper tier local authority,13/04/2020,46,767
Coventry,E08000026,Upper tier local authority,13/04/2020,18,456
Croydon,E09000008,Upper tier local authority,13/04/2020,26,1064
Cumbria,E10000006,Upper tier local authority,13/04/2020,49,1339
Darlington,E06000005,Upper tier local authority,13/04/2020,4,153
Derby,E06000015,Upper tier local authority,13/04/2020,4,378
Derbyshire,E10000007,Upper tier local authority,13/04/2020,29,809
Devon,E10000008,Upper tier local authority,13/04/2020,24,442
Doncaster,E08000017,Upper tier local authority,13/04/2020,9,255
Dorset,E06000059,Upper tier local authority,13/04/2020,4,214
Dudley,E08000027,Upper tier local authority,13/04/2020,15,490
Ealing,E09000009,Upper tier local authority,13/04/2020,30,821
East Riding of Yorkshire,E06000011,Upper tier local authority,13/04/2020,17,258
East Sussex,E10000011,Upper tier local authority,13/04/2020,13,373
Enfield,E09000010,Upper tier local authority,13/04/2020,14,607
Essex,E10000012,Upper tier local authority,13/04/2020,80,1723
Gateshead,E08000037,Upper tier local authority,13/04/2020,20,494
Gloucestershire,E10000013,Upper tier local authority,13/04/2020,38,770
Greenwich,E09000011,Upper tier local authority,13/04/2020,11,504
Hackney,E09000012,Upper tier local authority,13/04/2020,8,522
Halton,E06000006,Upper tier local authority,13/04/2020,8,222
Hammersmith and Fulham,E09000013,Upper tier local authority,13/04/2020,9,407
Hampshire,E10000014,Upper tier local authority,13/04/2020,79,1832
Haringey,E09000014,Upper tier local authority,13/04/2020,14,457
Harrow,E09000015,Upper tier local authority,13/04/2020,23,712
Hartlepool,E06000001,Upper tier local authority,13/04/2020,3,78
Havering,E09000016,Upper tier local authority,13/04/2020,17,500
"Herefordshire, County of",E06000019,Upper tier local authority,13/04/2020,7,124
Hertfordshire,E10000015,Upper tier local authority,13/04/2020,57,1652
Hillingdon,E09000017,Upper tier local authority,13/04/2020,18,557
Hounslow,E09000018,Upper tier local authority,13/04/2020,9,511
Isle of Wight,E06000046,Upper tier local authority,13/04/2020,1,56
Islington,E09000019,Upper tier local authority,13/04/2020,6,343
Kensington and Chelsea,E09000020,Upper tier local authority,13/04/2020,7,384
Kent,E10000016,Upper tier local authority,13/04/2020,115,1949
"Kingston upon Hull, City of",E06000010,Upper tier local authority,13/04/2020,15,162
Kingston upon Thames,E09000021,Upper tier local authority,13/04/2020,11,322
